River valley,5,
Riverbank,2,
riverbed,1,
Riverbed,1,
riverside,1,
Road,1,
road-cut,14,
road outcrop,154,
Road outcrop,9,
roadcut,49,
Roadcut,55,
roadcut E side Soap Lake,4,
roadcut in bedrock flood terrace,1,
roadcut in draw off west fork off Sheep Canyon,2,
"roadcut, E side of draw draining toward Sagebrush Flat",1,
roadside,12,
rock,18,
Rockall Plateau.,1,
Rocky Mountains (Front Range),4,
Rodriguez Fracture Zone N.E. of Mauritius.,1,
"Rosemary Bank, N. of Rockwall Channel",1,
S extension of volcanic ridge,19,
S face of circular volcano in axial rift,6,
S headwall of cleft between 2 volcanic ridges,11,
S Indian Ocean,271,
S of the Puerto Rico trench N of U.S Virgin Is.,1,
S Pacific Ocean,33,
S side of eastern ridge extending from axial volcano,44,
S slope of small isolated volcanic ridge eastward of axial volcano,74,
S volcanic ridge atop saddle in axis,3,
S wall of axial rift deep,18,
S wall of Cayman trench E of Swan Is.,1,
S wall of Cayman Trench E of Swan Is.,1,
S wall of Puerto Rico Trench N of central P.R.,1,
S wall of Puerto Rico trench N of eastern end of Hispaniola,1,
S wall of Puerto Rico trench N of eastern end of P.R.,1,
S wall of Puerto Rico trench N of the Eastern end of Hispaniola,1,
S wall of Puerto Rico Trench N of U.S Virgin Is.,1,
S wall of Puerto Rico trench NE of Anegada Is.,1,
S wall of Puerto Rico Trench NE of Anegada Is.,1,
"S wall Puerto Rico Trench N of San Juan, Puerto Rico",1,
S. Atlantic Abysall Plain.,1,
S. Atlantic Abyssal Plain 300 m N. of S. Georgia,1,
S. Atlantic Abyssal Plain.,3,
"S. Atlantic, S. of Capetown.",2,
S. flank of Cabot Strait.,1,
S. Flank of St. Paul's FZ,1,
"S. of Challis on HWY 75, First cliffs of quartzite by shrine",1,
S. of Clarion Fracture Zone,1,
S. of Lamont Ridge.,1,
S. of the Clarion Fracture Zone.,1,
S. of the Falkland Is.,1,
S. of the Murray Fracture zone,1,
S. of the Nares Fracture Zone,1,
S. of Walvis Ridge.,1,
"S. Peru, Chile Trench.",1,
S. scarp of Broken Ridge near DSDP site 255.,1,
S. scarp of E Broken Ridge-Old Russian Dredge Site.,1,
S. wall Cayman Trench,5,
S. wall of Cayman Trough.,1,
S.E. Agulhas Plateau.,2,
S.E. Flank of Hemler Guyot.,1,
S.E. Flank of the Cocos Ridge.,1,
S.E. of Hemler Guyot.,1,
S.W Pacific.,1,
S.W portion of S. China Basin.,1,
"S.W. corner of Cabot Strait-""Stone Fence""",1,
"S.W. flank of Eastern East Sheba ridge, Rift valley.",1,
S.W. of Sable Island off Nova Scotia.,1,
"S.W. Pacific, Louisville Seamount Chain.",1,
S.W. Pacific.,1,
S.W. part of the scarp on Broken Ridge.,1,
S.W. Sable Is.,1,
S.W. Slope of Tuamatu Platform.,1,
S.wall of fracture zone.,1,
saddle between axial volcanic ridge and satellite cone,31,
saddle rift of valley,54,
Saint George Batholith,2,
salt marsh -S.patens/Dist,4,
san jacinto mtns,1,
San Rafael Swell,80,
Sanak Island core,1,
Sand dune,1,
Sarmiento Bank SW. of Cape Virgenes.,1,
Satellite vent,9,
Scatarie Island,1,
Scotia Arc N.E. of Falklands.,1,
Scotia Sea E. of Burdwood Bank.,1,
scroll bar,45,
SE Pacific Ocean,378,
SE slope of Xauen Bank,1,
SE wall of axial rift,175,
SE. of the Walvis Ridge.,1,
sea,9008,
Sea,2870,
sea cliff,3,
sea floor,9,
Sea/Gulf,1176,
seafloor outcrop,111,
seamount,4574,
Seamount,1418,
Seamount-Porcupine Abyssal Plain.,1,
seamount ,1,
Seamount [prov.],206,
seamount about 70km east of Azores triple junction,1,
Seamount in Rockall channel.,1,
Seamount in Rockall Channel.,1,
seamount of 33d,1,
Seamount of S wall of Puerto Rico trench N of Mona Passage,1,
seamount or seamount province,124,
Seamount west of the Walvis Ridge.,1,
"seamount
",2,
"Seamount, W Pacific Basin, NE of Iwojima.",1,
Seaward edge of Argentine Continental Shelf off Point Deseado.,1,
Sediment,14,
sedimentary basin,5,
Seven Mile Lake,1,
shear zone,1,
Shear Zone,10,
Shelf off of Nova Scotia-N.E. Sable Is.,1,
shoulder,22,
Side of Siboney Seamount.,1,
Sierra Nevada,1,
sill,2,
Sinkhole,9,
Slope,6,
Slope of Manahiki Plateau-~600 mi ENE of Samoa-S. Pacific.,1,
Slope off shelf W. of Greenland.,1,
"Slope side, Edge of Continental shelf.",1,
small circular cone at end of volcanic ridge in axial deep,16,
"small circular cone in center of rift valley, at mid-point between 2 segments w/volcanic highs",11,
small cone at W end of axial volcanic ridge,3,
Small cone S. of Big One.,1,
Small guyot N.W. of Hemler Guyot.,1,
small mound,9,
Small ocean basin,402,
small ridge S of main axial volcanic ridge,20,
small volcanic cone in axial deep,11,
small volcanic cone in rift valley,4,
small volcanic feature,26,
small volcanic feature in rift valley,8,
Small volcanic island,2,
small volcano in axial valley,27,
Society Is.,2,
Somerset St,6,
"Soral Trough, Caroline Sea.",1,
"Sorol Trough, Caroline Sea.",2,
South China block strata,1,
South of Little Bayhorse Lake,1,
South Pacific Gyre,32,
"Southeast India Ridge, Discordant Zone.",1,
"Southeast India Ridge, West of discordant zone.",2,
Southeast India Ridge.,4,
southern hummocky slope of Xauen Bank,1,
Sparks Canyon,2,
spine of ridge at south end of AMAR segment,1,
spreading center,890,
Spreading Center,1207,
Spreading center ridge axis,115,
Spreading_Center,194,
SpreadingCenter,384,
spring,1,
Sproul Crater,4,
Steep NE-SW trending escarpment on S wall of Cayman Trench,1,
"Steep SE, NW trending escarpment E of Navidad",1,
"Steep slope (>50 degrees) on southern edge of Nautilus Basin around 3750m, >30 degree slope above 3600 to 3550 m",13,
Strabeg,16,
straits of Belle Isle.,1,
Straits of Magellan off Cape Providence.,1,
Stratocone flank,1,
stream,3766,
Stream,532,
stream (deglaciated),252,
stream (proglacial),96,
stream bank,8,
stream bed,38,
Stream channel,2,
stream margin,6,
Stream Terrace,13,
streambed,4,
subduction zone,74,
"Subduction zone, Aleutian islands",26,
SubductionZone,218,
Subdued rolling hills of sediments,2,
submarine arc,62,
submarine canyon,333,
Submarine canyon,16,
"Submarine canyon, Liuguyan Gulf, Luzon.",1,
submarine lava,6,
Submarine lava,5,
Submarine lava field,9,
submarine volcano,3220,
Submarine volcano,27,
Subsurface platform carbonate (core),3,
subvolcanic material,2,
Subwatershed ,599,
Sulfide mound,23,
summit area of volcanic ridge (magnetic high)  in center of rift valley ,44,
summit cone on large split volcano in rift,1,
summit region of large off-axis volcanic feature,19,
supracrustal belt,59,
Supraglacial ice,2,
Supraglacial pond,2,
Supraglacial stream,1,
Surat Basin,121,
Surface sand deposit,8,
suture zone,12,
"SW flank of volcanic ridge in axial valley, site of 199 seismic event",17,
SW flank Xauen Bank,2,
SW Nicoya Peninsula coast,2,
SW rim of Xauen Bank,1,
SW slope of  SE volcanic ridge,21,
swamp,1,
Sydney Basin,2,
Tagus Canyon.,1,
Tap water,1,
Tapped spring,8,
Tehuantapec Ridge.,1,
Tephra blanket,1,
terrace,128,
Terrace,47,
terrace on seamount,1,
"terrestrial, undifferentiated",40,
thermal feature,6,
thin ash in Tertiary sediment,1,
"Thin sliver of gneissose quartzite in cirque north of trailhead, East Fork Wood River",1,
Three Kings Rise.,2,
Thrust belt,8,
Tibetan Plateau,66,
tidal marsh,55,
tile drain,57,
Till,1,
"Tipi seamount, north of Marotiri.",1,
"Tofino Bank SW rim, steep slope",1,
Tonga Trench-S. Pacific E. wall.,1,
"Tonga Trench-S. Pacific, Steep E. wall",1,
Tonga Trench-S.Pacific,1,
top of cinder cone,1,
top of NW wall of rift valley ,49,
top of Princess Cecile Seamount,1,
"Top of Quartzite cliff, above Garden Crk.",1,
top of seamount,1,
top of slop of volcano on S wall of axial rift,105,
Top of volcanic section,6,
top of Wilde's guyot,1,
top of Xauen Bank,2,
Town,1,
Trail,14,
Transform Fault,240,
Trench,157,
Triple Junction,2,
tundra,123,
Type of phyiscal feature that your sample was collected from.,3,
uncharted ridge,1,
Unconcolidated Alluvial Aquifer,474,
underground coal mine,2,
Underlying Sediment,8,
unspecified,30,
Unspecified,155,
"up and along 200m high ridge in center of rift valley, along strike of northern FZ volcano",1,
"Up Garden Crk, W. of switch backs, near cattle guard",1,
Up North Gulch on E. facing slope,1,
upland,40,
Upland,30,
uplands,6,
Upper Chitina River,3,
upper cliffs of ridge in axial rift,22,
Upper continental slope,16,
Upper Foreshore,3,
Upper part of inner wall Mussau Trench,1,
upper section of S wall of axial valley,105,
upper section of S wall of rift valley,40,
Upper Shoreface,3,
Upper slope and ridge,64,
"Upper slope, W side of Kerguelen Plateau.",1,
Upper Slopes of Continental Margin off Antarctica.,1,
Upper Terrace,10,
Urban,10,
Uruguayan Continental Rise.,1,
v small mesa,1,
valley,86,
Valley,17,
valley floor,45,
Vein,3,
Vent,3058,
VentCluster,12,
Ventfield,35,
VentField,1697,
Virginia Horn,4,
volcanic arc,214,
Volcanic Arc,56,
VOLCANIC ARC,124,
Volcanic center,6,
volcanic cone,395,
volcanic cone on w side of large axial volcano,96,
volcanic crater,6,
Volcanic dyke,31,
volcanic fissure,1,
Volcanic flow,6,
Volcanic island,132,
Volcanic Island,11,
volcanic neck,196,
volcanic pipe,92,
volcanic ridge,34,
volcanic ridge in center of axial valley,19,
Volcanic Saddle,14,
volcanic seamount,62,
Volcanic Seamount,10,
volcano,13451,
Volcano,27877,
VOLCANO,142,
Volcano-bounded basin,218,
volcano (cinder cone),7,
Volcano (Cinder Cone),5,
Volcano slope,1,
volcano; ocean island; outcrop,340,
Volcano; volcanic flow,19,
W end of axial volcanic ridge,8,
W flank of center of axial volcanic ridge,4,
W fork off Sheep Canyon,4,
W Pacific Ocean,46,
W side of draw into west fork off Sheep Canyon,1,
W side of volcanic ridge in axial deep,67,
W slope of volcanic ridge in center of rift valley,21,
W wall of rift valley,1,
W. half Parece Uela Rift.,1,
W. Mariana Ridge.,1,
W. of Burdwood Bank,1,
W. of Parece Uela Rift.,3,
"W. Pacific, near Marshall Is.",1,
"W. Pacific, Near Marshall Is.",1,
W. side of Ayu Trough.,1,
"W. side of Masearene Basin, E.N.E of Fort Dauphin.",1,
W. side of Squaw Creek Road across from Boundary Creek,1,
W. side Parece Uela Basin.,1,
W. wall of Tonga Trench-S. Pacific.,1,
Wadi,52,
wall 2 miles N of small constructional (?) feature on N side of axial valley,24,
Walvis Ridge Crest.,2,
Walvis Ridge.,1,
water-dependant area,1,
water-dependent area,20,
Water capture Chamber,2,
Watersehd,43,
watershed,161,
Watershed,2403,
Well,3,
West flank Gagua Ridge.,1,
West flank of Gagua Ridge.,1,
west fork off Sheep Canyon,1,
west of Subic Bay Luzon P.I.,1,
west side of 12d seamount,2,
west side of a seamount,1,
west side of draw,1,
"West slope of Marotiri, target appears to be landslide deposit.",1,
Western Equatorial Pacific.,1,
Western Highlands,11,
Western Nicoya Peninsula,15,
Western Nicoya Peninsula coast,12,
wetland,902,
Wetland,778,
Wharton Basin.,3,
Wharton fossil ridge,38,
Wheatley Deep (west side).,1,
Wheatley Deep.,2,
"White coarse grained to medium locally pebbly quartzitic sandstone ,isoclinally folded, med bedded, N on trail on E end of buttress, interbedded banded schist with fine grained vitreous quartzite, cross bedded intervals. ",1,
"winnow dip slope, fines off surface",1,
Xauen Bank center,1,
Xauen Bank slope of small canyon,1,
xenolith,1,
Xenolith bearing lava flows,17,
XXXXX,2,
Yuba river valley,1,
NULL,4809853,
